Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z		
284	0	-35.455563	-341.049408	1007.648254	20.677666	-344.915833	1010.794983	-55.045532	-313.499542	963.451233	-1.228699	-317.373108	966.255920	7.167173	-253.217133	865.699890	158.512772	-371.859436	1206.470337	174.421524	-391.057159	1181.893921	116.137856	-332.769226	1215.315552	172.089951	-402.729584	1131.852661	115.036530	-342.507446	1166.114136			
285	0	-35.457596	-341.050171	1007.647644	20.675636	-344.916687	1010.794861	-55.047504	-313.500183	963.450500	-1.230540	-317.373718	966.255432	7.166181	-253.217514	865.699890	158.709732	-371.761047	1206.211914	174.571869	-390.973450	1181.634277	116.353142	-332.661316	1215.085938	172.128281	-402.673706	1131.638062	115.142616	-342.435638	1165.907959			
286	0	-35.459621	-341.050995	1007.647156	20.673620	-344.917572	1010.794861	-55.049465	-313.500916	963.449707	-1.232374	-317.374390	966.254944	7.165194	-253.217880	865.699829	158.864182	-371.671478	1205.973267	174.687866	-390.895264	1181.394897	116.522804	-332.563782	1214.870361	172.152710	-402.616272	1131.437012	115.221878	-342.366730	1165.712769			
287	0	-35.461643	-341.051758	1007.646545	20.671608	-344.918365	1010.794861	-55.051414	-313.501556	963.448914	-1.234200	-317.374969	966.254333	7.164212	-253.218231	865.699768	158.971420	-371.591675	1205.756348	174.765732	-390.823364	1181.178101	116.641571	-332.478088	1214.670044	172.161774	-402.557159	1131.250610	115.271240	-342.301392	1165.529053			
288	0	-35.463650	-341.052490	1007.646057	20.669601	-344.919189	1010.794739	-55.053360	-313.502258	963.448181	-1.236018	-317.375610	966.253906	7.163235	-253.218597	865.699707	159.027893	-371.522339	1205.562500	174.802795	-390.757904	1180.984985	116.705444	-332.405151	1214.486450	172.154327	-402.496399	1131.079712	115.288353	-342.240051	1165.357666			
289	0	-35.465649	-341.053284	1007.645508	20.667606	-344.920044	1010.794739	-55.055302	-313.502869	963.447449	-1.237827	-317.376190	966.253357	7.162263	-253.218918	865.699646	159.031326	-371.463409	1205.393066	174.797272	-390.698883	1180.816772	116.711784	-332.345459	1214.320557	172.129700	-402.433685	1130.924683	115.271721	-342.182800	1165.199219			
290	0	-35.467644	-341.054016	1007.644897	20.665617	-344.920837	1010.794617	-55.057232	-313.503571	963.446594	-1.239629	-317.376831	966.252869	7.161297	-253.219284	865.699585	158.980835	-371.414642	1205.248657	174.748505	-390.645752	1180.674316	116.659363	-332.298767	1214.172241	172.087723	-402.368835	1130.785889	115.220680	-342.129364	1165.054077			
291	0	-35.469624	-341.054779	1007.644409	20.663637	-344.921692	1010.794495	-55.059151	-313.504211	963.445862	-1.241422	-317.377411	966.252319	7.160336	-253.219604	865.699463	158.876709	-371.375092	1205.129272	174.656906	-390.597717	1180.557373	116.548401	-332.264404	1214.042236	172.028625	-402.301361	1130.663452	115.135468	-342.079254	1164.922119			
292	0	-35.471600	-341.055481	1007.643799	20.661667	-344.922516	1010.794495	-55.061066	-313.504883	963.445068	-1.243207	-317.378052	966.251709	7.159380	-253.219925	865.699402	158.720596	-371.343445	1205.034302	174.523911	-390.553711	1180.465454	116.380547	-332.240997	1213.929565	171.953156	-402.230865	1130.556519	115.017166	-342.031616	1164.802734			
293	0	-35.473568	-341.056213	1007.643372	20.659704	-344.923279	1010.794373	-55.062969	-313.505493	963.444214	-1.244983	-317.378601	966.251282	7.158430	-253.220261	865.699219	158.515442	-371.317963	1204.962524	174.351929	-390.512207	1180.397461	116.158836	-332.226776	1213.833618	171.862442	-402.156708	1130.464722	114.867706	-341.985504	1164.695679			
294	0	-35.475521	-341.056976	1007.642761	20.657747	-344.924103	1010.794312	-55.064865	-313.506195	963.443481	-1.246750	-317.379211	966.250732	7.157486	-253.220581	865.699158	158.265305	-371.296509	1204.912476	174.144455	-390.471466	1180.351685	115.887611	-332.219391	1213.752930	171.758041	-402.078308	1130.386841	114.689827	-341.939514	1164.599609			
295	0	-35.477470	-341.057648	1007.642151	20.655804	-344.924927	1010.794189	-55.066750	-313.506805	963.442688	-1.248509	-317.379761	966.250183	7.156547	-253.220886	865.699036	157.975433	-371.276459	1204.881958	173.905762	-390.429504	1180.326294	115.572433	-332.216095	1213.686279	171.641907	-401.994965	1130.321777	114.486969	-341.892151	1164.513550			
296	0	-35.479412	-341.058380	1007.641541	20.653864	-344.925659	1010.794067	-55.068626	-313.507477	963.441895	-1.250259	-317.380371	966.249634	7.155614	-253.221207	865.698914	157.652023	-371.255096	1204.868286	173.640945	-390.384094	1180.318604	115.219978	-332.213593	1213.631104	171.516312	-401.906067	1130.267822	114.263245	-341.841827	1164.436157			
297	0	-35.481339	-341.059052	1007.640930	20.651936	-344.926483	1010.794067	-55.070492	-313.508057	963.441040	-1.252000	-317.380920	966.249023	7.154686	-253.221512	865.698792	157.302124	-371.229279	1204.868896	173.355850	-390.333008	1180.325684	114.837875	-332.208496	1213.585449	171.383865	-401.810913	1130.223511	114.023354	-341.786591	1164.365356			
298	0	-35.483261	-341.059753	1007.640381	20.650015	-344.927246	1010.793945	-55.072357	-313.508728	963.440247	-1.253733	-317.381500	966.248535	7.153764	-253.221832	865.698669	156.933594	-371.195801	1204.880615	173.056824	-390.273682	1180.344360	114.434555	-332.197052	1213.546997	171.247345	-401.708771	1130.186646	113.772430	-341.724731	1164.299927			
299	0	-35.485168	-341.060394	1007.639771	20.648104	-344.928040	1010.793701	-55.074207	-313.509338	963.439392	-1.255456	-317.382080	966.247986	7.152849	-253.222137	865.698547	156.554764	-371.151245	1204.899414	172.750702	-390.203796	1180.371216	114.019051	-332.175476	1213.512573	171.109726	-401.599152	1130.155273	113.515968	-341.654236	1164.237793			
300	0	-35.487068	-341.061096	1007.639160	20.646200	-344.928802	1010.793579	-55.076046	-313.509979	963.438599	-1.257170	-317.382599	966.247437	7.151939	-253.222443	865.698486	156.174393	-371.092407	1204.922241	172.444550	-390.120972	1180.402588	113.600861	-332.139893	1213.479492	170.974091	-401.481354	1130.127441	113.259697	-341.573456	1164.176758			
301	0	-35.488960	-341.061737	1007.638550	20.644306	-344.929535	1010.793457	-55.077881	-313.510559	963.437744	-1.258874	-317.383179	966.246826	7.151035	-253.222733	865.698303	155.801422	-371.016205	1204.944946	172.145630	-390.023010	1180.435059	113.189705	-332.086609	1213.445435	170.843491	-401.355103	1130.100342	113.009430	-341.480621	1164.114990			
302	0	-35.490837	-341.062408	1007.638000	20.642420	-344.930328	1010.793335	-55.079700	-313.511200	963.436890	-1.260569	-317.383698	966.246277	7.150137	-253.223038	865.698181	155.444778	-370.919708	1204.964355	171.861115	-389.908051	1180.464722	112.795303	-332.012329	1213.406860	170.721024	-401.219971	1130.072510	112.770920	-341.374207	1164.050293			
303	0	-35.492706	-341.063019	1007.637390	20.640547	-344.931030	1010.793091	-55.081516	-313.511780	963.436035	-1.262255	-317.384277	966.245728	7.149246	-253.223297	865.697998	155.113220	-370.800537	1204.976440	171.597961	-389.774384	1180.488037	112.427162	-331.913940	1213.361572	170.609604	-401.075897	1130.041016	112.549797	-341.253143	1163.981079			
304	0	-35.494568	-341.063690	1007.636780	20.638680	-344.931793	1010.792969	-55.083321	-313.512390	963.435242	-1.263931	-317.384766	966.245178	7.148360	-253.223572	865.697815	154.815002	-370.656708	1204.977905	171.362762	-389.620880	1180.501099	112.094345	-331.789001	1213.306885	170.511993	-400.922821	1130.004028	112.351311	-341.116333	1163.905396			
305	0	-35.496422	-341.064270	1007.636169	20.636824	-344.932556	1010.792847	-55.085110	-313.512970	963.434387	-1.265598	-317.385315	966.244629	7.147480	-253.223831	865.697632	154.557755	-370.486847	1204.965210	171.161530	-389.446777	1180.500977	111.805199	-331.635681	1213.240356	170.430634	-400.761108	1129.959717	112.180283	-340.963379	1163.821289			
306	0	-35.498257	-341.064941	1007.635620	20.634977	-344.933228	1010.792603	-55.086895	-313.513580	963.433472	-1.267255	-317.385864	966.243958	7.146607	-253.224106	865.697449	154.348221	-370.290314	1204.935791	170.999634	-389.251953	1180.484375	111.567200	-331.452911	1213.159912	170.367676	-400.591034	1129.905762	112.040970	-340.794037	1163.727661			
307	0	-35.500088	-341.065491	1007.634888	20.633139	-344.933990	1010.792480	-55.088673	-313.514130	963.432617	-1.268902	-317.386353	966.243469	7.145741	-253.224365	865.697266	154.192154	-370.067047	1204.886719	170.881470	-389.036713	1180.448730	111.386604	-331.240295	1213.064087	170.324860	-400.413330	1129.840820	111.936867	-340.608643	1163.622925			
308	0	-35.501904	-341.066132	1007.634277	20.631310	-344.934692	1010.792236	-55.090435	-313.514709	963.431763	-1.270539	-317.386871	966.242859	7.144880	-253.224640	865.697083	154.093948	-369.817993	1204.815918	170.810471	-388.802063	1180.391846	111.268410	-330.998535	1212.950684	170.303558	-400.228790	1129.763306	111.870728	-340.407928	1163.506104			
309	0	-35.503712	-341.066681	1007.633545	20.629494	-344.935425	1010.791992	-55.092190	-313.515320	963.430908	-1.272166	-317.387360	966.242310	7.144026	-253.224915	865.696838	154.056793	-369.544647	1204.721313	170.788986	-388.549438	1180.311279	111.216064	-330.729065	1212.819458	170.304550	-400.038544	1129.672119	111.844376	-340.193146	1163.376587			
310	0	-35.505512	-341.067291	1007.632996	20.627686	-344.936096	1010.791870	-55.093933	-313.515839	963.429993	-1.273782	-317.387848	966.241638	7.143179	-253.225143	865.696594	154.082214	-369.249390	1204.602173	170.818146	-388.281036	1180.206177	111.231461	-330.434235	1212.669312	170.328232	-399.843628	1129.566162	111.858719	-339.965912	1163.233398			
311	0	-35.507298	-341.067841	1007.632263	20.625885	-344.936829	1010.791687	-55.095665	-313.516449	963.429077	-1.275389	-317.388367	966.241089	7.142338	-253.225388	865.696350	154.170319	-368.935272	1204.457397	170.897842	-387.999420	1180.075684	111.314735	-330.117126	1212.500122	170.374344	-399.645630	1129.445068	111.913658	-339.728180	1163.076782			
312	0	-35.509071	-341.068420	1007.631653	20.624098	-344.937469	1010.791443	-55.097385	-313.516968	963.428223	-1.276985	-317.388824	966.240479	7.141504	-253.225632	865.696106	154.319595	-368.606018	1204.287109	171.026688	-387.707611	1179.919189	111.464363	-329.781708	1212.312134	170.442245	-399.445923	1129.308228	112.008141	-339.482422	1162.906494			
313	0	-35.510838	-341.068939	1007.631042	20.622318	-344.938171	1010.791321	-55.099094	-313.517548	963.427368	-1.278571	-317.389343	966.239929	7.140677	-253.225861	865.695923	154.526962	-368.265900	1204.091675	171.202164	-387.409149	1179.737305	111.677132	-329.432556	1212.105957	170.530670	-399.246155	1129.156006	112.140121	-339.231354	1162.723145			
314	0	-35.512592	-341.069458	1007.630371	20.620550	-344.938843	1010.790955	-55.100800	-313.518066	963.426392	-1.280146	-317.389801	966.239319	7.139856	-253.226074	865.695679	154.787918	-367.919525	1203.871948	171.420502	-387.107666	1179.530884	111.948174	-329.074585	1211.882812	170.637955	-399.048035	1128.988403	112.306648	-338.977875	1162.527466			
315	0	-35.514332	-341.070038	1007.629639	20.618793	-344.939514	1010.790710	-55.102489	-313.518616	963.425537	-1.281711	-317.390259	966.238647	7.139042	-253.226303	865.695435	155.096497	-367.571991	1203.630127	171.676865	-386.807251	1179.301270	112.271164	-328.713348	1211.644165	170.761917	-398.853271	1128.806152	112.503922	-338.725037	1162.320190			
316	0	-35.516064	-341.070526	1007.629028	20.617046	-344.940186	1010.790466	-55.104168	-313.519135	963.424622	-1.283266	-317.390747	966.238098	7.138235	-253.226517	865.695190	155.445618	-367.228394	1203.367676	171.965454	-386.511902	1179.050415	112.638474	-328.354492	1211.391968	170.900040	-398.663483	1128.610229	112.727432	-338.476105	1162.102417			
317	0	-35.517784	-341.071045	1007.628296	20.615307	-344.940826	1010.790222	-55.105839	-313.519623	963.423645	-1.284809	-317.391174	966.237488	7.137435	-253.226761	865.694885	155.827087	-366.894012	1203.087769	172.279694	-386.225677	1178.781006	113.041306	-328.003693	1211.128296	171.049484	-398.480408	1128.401978	112.971992	-338.234161	1161.876221			
318	0	-35.519497	-341.071533	1007.627747	20.613581	-344.941498	1010.789978	-55.107494	-313.520172	963.422791	-1.286341	-317.391632	966.236877	7.136642	-253.226959	865.694641	156.231964	-366.573944	1202.793335	172.612381	-385.952545	1178.495728	113.470024	-327.666687	1210.855957	171.207123	-398.305573	1128.182861	113.231956	-338.002289	1161.642700			
319	0	-35.521191	-341.072021	1007.626892	20.611868	-344.942108	1010.789734	-55.109135	-313.520660	963.421875	-1.287863	-317.392090	966.236145	7.135856	-253.227142	865.694336	156.650711	-366.273010	1202.487793	172.955826	-385.696228	1178.198242	113.914375	-327.348816	1210.577637	171.369659	-398.140350	1127.954590	113.501335	-337.783447	1161.403931			
320	0	-35.522873	-341.072510	1007.626282	20.610161	-344.942749	1010.789490	-55.110775	-313.521179	963.420898	-1.289374	-317.392487	966.235596	7.135077	-253.227356	865.693970	157.073486	-365.995819	1202.174805	173.302078	-385.460205	1177.891357	114.363823	-327.055115	1210.295898	171.533676	-397.986023	1127.718872	113.773972	-337.580200	1161.161499			
321	0	-35.524551	-341.072968	1007.625610	20.608467	-344.943359	1010.789185	-55.112396	-313.521667	963.420044	-1.290873	-317.392914	966.234985	7.134305	-253.227554	865.693665	157.490387	-365.746307	1201.857910	173.643265	-385.247345	1177.579346	114.807724	-326.790009	1210.014160	171.695786	-397.843567	1127.477905	114.043655	-337.394897	1160.917847			
322	0	-35.526207	-341.073456	1007.624878	20.606785	-344.944000	1010.788940	-55.114010	-313.522125	963.419067	-1.292361	-317.393372	966.234375	7.133540	-253.227737	865.693420	157.891800	-365.527771	1201.541260	173.971542	-385.060211	1177.265747	115.235703	-326.557220	1209.734741	171.852615	-397.713776	1127.233398	114.304359	-337.229279	1160.674561			
323	0	-35.527859	-341.073883	1007.624146	20.605112	-344.944611	1010.788574	-55.115608	-313.522644	963.418152	-1.293838	-317.393768	966.233643	7.132782	-253.227921	865.693115	158.268478	-365.342834	1201.228516	174.279602	-384.900635	1176.954224	115.637894	-326.359650	1209.460938	172.001053	-397.597290	1126.987549	114.550308	-337.084900	1160.433716			
324	0	-35.529499	-341.074310	1007.623413	20.603451	-344.945190	1010.788208	-55.117195	-313.523071	963.417175	-1.295304	-317.394165	966.233093	7.132033	-253.228104	865.692810	158.612015	-365.193085	1200.923340	174.560593	-384.769745	1176.648438	116.005150	-326.199371	1209.195190	172.138077	-397.494232	1126.742432	114.776176	-336.962524	1160.197266			
325	0	-35.531124	-341.074738	1007.622742	20.601799	-344.945801	1010.787964	-55.118774	-313.523560	963.416199	-1.296757	-317.394623	966.232422	7.131289	-253.228241	865.692444	158.914780	-365.079529	1200.628906	174.808426	-384.668030	1176.351807	116.329353	-326.077393	1208.939941	172.261124	-397.404510	1126.500000	114.977219	-336.862518	1159.966309			
326	0	-35.532734	-341.075165	1007.622009	20.600163	-344.946350	1010.787598	-55.120338	-313.524017	963.415283	-1.298200	-317.394989	966.231812	7.130554	-253.228424	865.692078	159.170349	-365.001862	1200.348511	175.017990	-384.595154	1176.067383	116.603477	-325.993774	1208.697021	172.367874	-397.327850	1126.262207	115.149338	-336.784637	1159.742920			
327	0	-35.534332	-341.075531	1007.621277	20.598534	-344.946960	1010.787231	-55.121887	-313.524445	963.414307	-1.299631	-317.395355	966.231079	7.129827	-253.228577	865.691772	159.373520	-364.959045	1200.084717	175.185104	-384.550110	1175.797852	116.821907	-325.947449	1208.468628	172.456482	-397.263519	1126.030396	115.289253	-336.728088	1159.528076			
328	0	-35.535923	-341.075958	1007.620544	20.596918	-344.947510	1010.786987	-55.123425	-313.524933	963.413330	-1.301050	-317.395782	966.230469	7.129106	-253.228760	865.691345	159.520523	-364.949066	1199.839844	175.306732	-384.531067	1175.545654	116.980469	-325.936493	1208.255859	172.525620	-397.210602	1125.806396	115.394531	-336.691589	1159.323120			
329	0	-35.537498	-341.076355	1007.619873	20.595314	-344.948090	1010.786682	-55.124958	-313.525360	963.412415	-1.302457	-317.396149	966.229797	7.128394	-253.228897	865.690979	159.608994	-364.969086	1199.615723	175.381073	-384.535736	1175.312866	117.076630	-325.957947	1208.059937	172.574310	-397.167847	1125.591553	115.463615	-336.673157	1159.128296			
330	0	-35.539062	-341.076691	1007.619019	20.593719	-344.948608	1010.786316	-55.126469	-313.525757	963.411438	-1.303853	-317.396484	966.229187	7.127688	-253.229019	865.690674	159.638214	-365.015320	1199.413330	175.407547	-384.560913	1175.100952	117.109444	-326.007996	1207.881104	172.602234	-397.133881	1125.386597	115.495949	-336.670563	1158.944702			
331	0	-35.540615	-341.077057	1007.618286	20.592140	-344.949188	1010.785950	-55.127975	-313.526154	963.410461	-1.305236	-317.396881	966.228516	7.126991	-253.229172	865.690247	159.608963	-365.083496	1199.233276	175.386749	-384.603058	1174.910156	117.079681	-326.082001	1207.719360	172.609543	-397.106995	1125.192505	115.491913	-336.681000	1158.772095			
332	0	-35.542149	-341.077423	1007.617615	20.590570	-344.949707	1010.785583	-55.129463	-313.526581	963.409485	-1.306607	-317.397247	966.227844	7.126301	-253.229324	865.689880	159.523544	-365.168457	1199.075806	175.320663	-384.658051	1174.741211	116.989746	-326.174713	1207.574341	172.596817	-397.085388	1125.009766	115.452820	-336.701416	1158.610596			
333	0	-35.543674	-341.077759	1007.616882	20.589010	-344.950226	1010.785095	-55.130943	-313.526947	963.408447	-1.307966	-317.397552	966.227173	7.125619	-253.229446	865.689453	159.385803	-365.264740	1198.940063	175.212311	-384.721497	1174.593750	116.843651	-326.280334	1207.445312	172.565186	-397.067230	1124.838623	115.380898	-336.728455	1158.459595			
334	0	-35.545181	-341.078064	1007.616028	20.587467	-344.950775	1010.784729	-55.132408	-313.527344	963.407471	-1.309313	-317.397888	966.226440	7.124945	-253.229553	865.688965	159.200897	-365.366608	1198.824707	175.065857	-384.788696	1174.466797	116.646866	-326.392639	1207.330444	172.516251	-397.050415	1124.678711	115.279205	-336.758453	1158.318359			
335	0	-35.546684	-341.078369	1007.615356	20.585932	-344.951263	1010.784363	-55.133862	-313.527771	963.406494	-1.310648	-317.398254	966.225830	7.124279	-253.229645	865.688599	158.975235	-365.467896	1198.728394	174.886475	-384.854919	1174.359131	116.406242	-326.505280	1207.228394	172.451981	-397.033020	1124.530029	115.151558	-336.787842	1158.186157			
336	0	-35.548168	-341.078705	1007.614502	20.584410	-344.951813	1010.784058	-55.135300	-313.528107	963.405518	-1.311970	-317.398590	966.225098	7.123621	-253.229767	865.688232	158.716324	-365.562714	1198.648560	174.680161	-384.915314	1174.268433	116.129761	-326.611694	1207.137085	172.374680	-397.013000	1124.391968	115.002426	-336.813019	1158.061890			
337	0	-35.549637	-341.079010	1007.613770	20.582901	-344.952271	1010.783691	-55.136726	-313.528473	963.404480	-1.313280	-317.398865	966.224426	7.122971	-253.229858	865.687744	158.432510	-365.645142	1198.582642	174.453522	-384.965393	1174.192749	115.826401	-326.705658	1207.054077	172.286942	-396.988586	1124.263428	114.836777	-336.830444	1157.943848			
338	0	-35.551102	-341.079254	1007.613037	20.581406	-344.952759	1010.783203	-55.138138	-313.528839	963.403442	-1.314577	-317.399200	966.223694	7.122328	-253.229980	865.687317	158.132828	-365.709564	1198.527832	174.213776	-385.000702	1174.129517	115.505806	-326.781097	1206.976685	172.191574	-396.958038	1124.143555	114.659988	-336.836700	1157.830811			
339	0	-35.552547	-341.079529	1007.612244	20.579920	-344.953247	1010.782715	-55.139538	-313.529205	963.402466	-1.315861	-317.399536	966.223083	7.121694	-253.230072	865.686890	157.826584	-365.751099	1198.480591	173.968353	-385.017395	1174.075439	115.178062	-326.832458	1206.902100	172.091492	-396.919800	1124.031250	114.477631	-336.828857	1157.721313			
340	0	-35.553978	-341.079803	1007.611389	20.578445	-344.953705	1010.782349	-55.140919	-313.529510	963.401489	-1.317133	-317.399811	966.222351	7.121068	-253.230148	865.686340	157.523331	-365.765198	1198.437744	173.724792	-385.011993	1174.027954	114.853394	-326.854919	1206.828125	171.989624	-396.872498	1123.925171	114.295380	-336.804169	1157.613281			
341	0	-35.555393	-341.080048	1007.610657	20.576988	-344.954193	1010.781860	-55.142296	-313.529816	963.400452	-1.318392	-317.400085	966.221680	7.120450	-253.230209	865.685852	157.232391	-365.748230	1198.395630	173.490387	-384.981781	1173.983276	114.541862	-326.844330	1206.751343	171.888870	-396.815155	1123.823975	114.118744	-336.760620	1157.505493			
342	0	-35.556797	-341.080292	1007.609863	20.575541	-344.954651	1010.781433	-55.143658	-313.530182	963.399414	-1.319638	-317.400360	966.220886	7.119841	-253.230301	865.685486	156.962570	-365.697510	1198.350830	173.272202	-384.924622	1173.938354	114.253082	-326.797668	1206.669556	171.792038	-396.746979	1123.725952	113.953033	-336.696442	1157.396362			
343	0	-35.558186	-341.080475	1007.609009	20.574106	-344.955048	1010.781067	-55.145004	-313.530487	963.398376	-1.320871	-317.400665	966.220215	7.119239	-253.230362	865.684998	156.722092	-365.611176	1198.300049	173.076630	-384.839172	1173.890259	113.995857	-326.712677	1206.580444	171.701675	-396.667633	1123.630005	113.803070	-336.610657	1157.284180			
344	0	-35.559566	-341.080688	1007.608276	20.572685	-344.955505	1010.780457	-55.146332	-313.530762	963.397400	-1.322091	-317.400940	966.219543	7.118646	-253.230423	865.684448	156.518082	-365.488525	1198.240112	172.909271	-384.725067	1173.835693	113.777985	-326.588348	1206.481323	171.619995	-396.576935	1123.534668	113.673149	-336.502777	1157.167725			
345	0	-35.560925	-341.080902	1007.607483	20.571274	-344.955933	1010.779968	-55.147652	-313.531036	963.396362	-1.323298	-317.401184	966.218750	7.118061	-253.230484	865.683899	156.356522	-365.329865	1198.168579	172.774841	-384.582489	1173.772339	113.605980	-326.424866	1206.370972	171.548965	-396.475220	1123.438599	113.566818	-336.373047	1157.045776			
346	0	-35.562275	-341.081116	1007.606628	20.569878	-344.956329	1010.779480	-55.148956	-313.531342	963.395325	-1.324491	-317.401428	966.218079	7.117485	-253.230545	865.683411	156.241974	-365.136505	1198.083008	172.676834	-384.412689	1173.697998	113.484840	-326.223389	1206.247437	171.490036	-396.363068	1123.340576	113.486824	-336.222351	1156.917725			
347	0	-35.563606	-341.081299	1007.605774	20.568495	-344.956757	1010.779053	-55.150249	-313.531616	963.394287	-1.325672	-317.401672	966.217346	7.116918	-253.230576	865.682922	156.177383	-364.910767	1197.981689	172.617615	-384.217621	1173.610474	113.417870	-325.986267	1206.110107	171.444260	-396.241394	1123.239868	113.435059	-336.052002	1156.782593			
348	0	-35.564930	-341.081451	1007.604980	20.567127	-344.957153	1010.778564	-55.151524	-313.531860	963.393188	-1.326839	-317.401917	966.216675	7.116358	-253.230637	865.682373	156.164154	-364.656006	1197.863403	172.598206	-383.999939	1173.508667	113.406639	-325.716797	1205.958496	171.412216	-396.111359	1123.135620	113.412384	-335.864136	1156.640259			
349	0	-35.566235	-341.081604	1007.604126	20.565771	-344.957520	1010.778076	-55.152786	-313.532104	963.392212	-1.327992	-317.402161	966.215881	7.115808	-253.230667	865.681885	156.201920	-364.376251	1197.727783	172.618332	-383.763031	1173.391724	113.450836	-325.419220	1205.792480	171.393921	-395.974548	1123.027222	113.418739	-335.661224	1156.490845			
350	0	-35.567524	-341.081696	1007.603271	20.564428	-344.957886	1010.777588	-55.154037	-313.532318	963.391113	-1.329132	-317.402374	966.215210	7.115265	-253.230698	865.681274	156.288620	-364.076355	1197.574829	172.676407	-383.510834	1173.259644	113.548325	-325.098694	1205.612915	171.388992	-395.832550	1122.914185	113.453049	-335.446350	1156.334106			
351	0	-35.568802	-341.081818	1007.602478	20.563095	-344.958282	1010.776978	-55.155270	-313.532593	963.390076	-1.330259	-317.402557	966.214478	7.114732	-253.230698	865.680664	156.420654	-363.761688	1197.405518	172.769592	-383.247650	1173.112793	113.695221	-324.760956	1205.420654	171.396576	-395.687317	1122.796875	113.513336	-335.222900	1156.171265			
352	0	-35.570065	-341.081940	1007.601624	20.561781	-344.958618	1010.776489	-55.156487	-313.532806	963.389038	-1.331372	-317.402771	966.213623	7.114207	-253.230728	865.680176	156.592850	-363.438263	1197.221069	172.893875	-382.978210	1172.952148	113.885986	-324.412354	1205.217651	171.415283	-395.540863	1122.675415	113.596733	-334.994507	1156.003052			
353	0	-35.571312	-341.082031	1007.600769	20.560476	-344.958984	1010.775940	-55.157696	-313.533020	963.387878	-1.332471	-317.402954	966.212952	7.113690	-253.230728	865.679626	156.798737	-363.112091	1197.023682	173.044281	-382.707458	1172.779663	114.113632	-324.059570	1205.005737	171.443497	-395.395264	1122.550171	113.699615	-334.765045	1155.830322			
354	0	-35.572548	-341.082123	1007.599976	20.559189	-344.959351	1010.775330	-55.158882	-313.533173	963.386902	-1.333556	-317.403137	966.212219	7.113184	-253.230728	865.679016	157.030716	-362.789520	1196.815796	173.214905	-382.440460	1172.597168	114.369911	-323.709564	1204.787720	171.479141	-395.252716	1122.421875	113.817688	-334.538605	1155.654785			
355	0	-35.573761	-341.082245	1007.599121	20.557913	-344.959686	1010.774841	-55.160061	-313.533356	963.385742	-1.334628	-317.403351	966.211487	7.112685	-253.230728	865.678345	157.280365	-362.476898	1196.600952	173.399185	-382.182190	1172.407104	114.645653	-323.369263	1204.566528	171.519928	-395.115356	1122.291382	113.946159	-334.319153	1155.478027			
356	0	-35.574966	-341.082306	1007.598267	20.556648	-344.959961	1010.774231	-55.161221	-313.533539	963.384766	-1.335685	-317.403534	966.210693	7.112195	-253.230698	865.677856	157.538574	-362.180267	1196.381958	173.590134	-381.937500	1172.212646	114.930969	-323.045441	1204.344604	171.563416	-394.985229	1122.159546	114.079880	-334.110565	1155.301636			
357	0	-35.576153	-341.082367	1007.597473	20.555401	-344.960266	1010.773804	-55.162365	-313.533691	963.383667	-1.336728	-317.403687	966.209961	7.111715	-253.230698	865.677246	157.795990	-361.905426	1196.162598	173.780533	-381.711060	1172.016479	115.215668	-322.744537	1204.125732	171.607040	-394.864288	1122.027832	114.213493	-333.916534	1155.127686			
358	0	-35.577328	-341.082397	1007.596497	20.554167	-344.960602	1010.773071	-55.163494	-313.533875	963.382629	-1.337758	-317.403809	966.209167	7.111243	-253.230667	865.676575	158.043228	-361.657776	1195.946533	173.963074	-381.507080	1171.822144	115.489487	-322.472565	1203.912720	171.648239	-394.754364	1121.897339	114.341660	-333.740631	1154.957642			
359	0	-35.578487	-341.082428	1007.595642	20.552946	-344.960907	1010.772583	-55.164612	-313.534027	963.381531	-1.338773	-317.403961	966.208374	7.110780	-253.230637	865.675903	158.271149	-361.441986	1195.737549	174.130783	-381.329224	1171.632812	115.742546	-322.234894	1203.708740	171.684448	-394.657013	1121.769287	114.459198	-333.585754	1154.793579			
360	0	-35.579624	-341.082428	1007.594849	20.551739	-344.961182	1010.771973	-55.165714	-313.534149	963.380371	-1.339774	-317.404114	966.207642	7.110326	-253.230606	865.675354	158.471313	-361.262146	1195.539062	174.277100	-381.180786	1171.451294	115.965584	-322.036072	1203.516968	171.713318	-394.573608	1121.645142	114.561241	-333.454620	1154.637207			
361	0	-35.580753	-341.082428	1007.593872	20.550547	-344.961426	1010.771423	-55.166801	-313.534271	963.379333	-1.340760	-317.404236	966.206909	7.109882	-253.230545	865.674683	158.636078	-361.121460	1195.354614	174.396133	-381.064331	1171.281006	116.150291	-321.879700	1203.339478	171.732788	-394.505219	1121.525635	114.643440	-333.349304	1154.489990			
