trial, task, trajectory, viz, time, confidence, offset, posx, posy, posz, anglex, angley, anglez
0, density, catheter1, density, 1.444943, 5, 0.3372445, -0.006896112, 0.9018528, -0.5213905, 
1, density, catheter2, none, 1.33076, 3, 0.3117373, -0.006468449, 0.8940886, -0.5191821, 
