trial, task, trajectory, viz, time, confidence, offset, posx, posy, posz, anglex, angley, anglez
0, density, catheter1, density, 1.783102, 5, 0.3368364, -0.001657206, 0.9034983, -0.5218585, 
1, density, catheter2, none, 1.576224, 5, 0.316063, -0.03816916, 0.8892552, -0.5178073, 
